name,class,shape,policy
model.language_model.layers.16.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.16.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.16.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.16.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.16.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.16.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.16.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.16.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.16.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.16.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.16.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.16.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.17,Gemma3DecoderLayer,,other
model.language_model.layers.17.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.17.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.17.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.17.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.17.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.17.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.17.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.17.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.17.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.17.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.17.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.17.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.17.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.17.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.18,Gemma3DecoderLayer,,other
model.language_model.layers.18.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.18.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.18.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.18.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.18.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.18.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.18.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.18.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.18.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.18.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.18.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.18.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.18.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.18.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.19,Gemma3DecoderLayer,,other
model.language_model.layers.19.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.19.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.19.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.19.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.19.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.19.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.19.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.19.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.19.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.19.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.19.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.19.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.19.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.19.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.20,Gemma3DecoderLayer,,other
model.language_model.layers.20.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.20.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.20.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.20.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.20.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.20.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.20.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.20.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.20.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.20.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.20.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.20.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.20.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.20.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.21,Gemma3DecoderLayer,,other
model.language_model.layers.21.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.21.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.21.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.21.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.21.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.21.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.21.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.21.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.21.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.21.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.21.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.21.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.21.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.21.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.22,Gemma3DecoderLayer,,other
model.language_model.layers.22.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.22.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.22.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.22.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.22.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.22.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.22.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.22.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.22.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.22.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.22.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.22.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.22.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.22.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.23,Gemma3DecoderLayer,,other
model.language_model.layers.23.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.23.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.23.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.23.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.23.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.23.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.23.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.23.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.23.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.23.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.23.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.23.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.23.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.23.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.24,Gemma3DecoderLayer,,other
model.language_model.layers.24.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.24.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.24.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.24.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.24.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.24.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.24.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.24.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.24.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.24.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.24.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.24.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.24.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.24.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.25,Gemma3DecoderLayer,,other
model.language_model.layers.25.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.25.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.25.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.25.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.25.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.25.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.25.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.25.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.25.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.25.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.25.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.25.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.25.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.25.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.26,Gemma3DecoderLayer,,other
model.language_model.layers.26.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.26.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.26.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.26.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.26.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.26.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.26.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.26.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.26.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.26.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.26.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.26.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.26.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.26.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.27,Gemma3DecoderLayer,,other
model.language_model.layers.27.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.27.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.27.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.27.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.27.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.27.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.27.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.27.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.27.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.27.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.27.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.27.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.27.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.27.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.28,Gemma3DecoderLayer,,other
model.language_model.layers.28.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.28.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.28.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.28.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.28.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.28.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.28.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.28.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.28.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.28.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.28.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.28.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.28.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.28.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.29,Gemma3DecoderLayer,,other
model.language_model.layers.29.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.29.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.29.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.29.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.29.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.29.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.29.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.29.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.29.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.29.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.29.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.29.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.29.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.29.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.30,Gemma3DecoderLayer,,other
model.language_model.layers.30.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.30.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.30.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.30.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.30.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.30.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.30.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.30.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.30.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.30.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.30.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.30.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.30.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.30.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.31,Gemma3DecoderLayer,,other
model.language_model.layers.31.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.31.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.31.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.31.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.31.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.31.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.31.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.31.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.31.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.31.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.31.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.31.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.31.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.31.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.32,Gemma3DecoderLayer,,other
model.language_model.layers.32.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.32.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.32.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.32.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.32.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.32.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.32.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.32.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.32.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.32.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.32.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.32.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.32.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.32.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.33,Gemma3DecoderLayer,,other
model.language_model.layers.33.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.33.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.33.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.33.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.33.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.33.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.33.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.33.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.33.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.33.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.33.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.33.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.33.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.33.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.34,Gemma3DecoderLayer,,other
model.language_model.layers.34.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.34.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.34.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.34.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.34.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.34.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.34.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.34.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.34.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.34.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.34.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.34.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.34.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.34.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.35,Gemma3DecoderLayer,,other
model.language_model.layers.35.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.35.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.35.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.35.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.35.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.35.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.35.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.35.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.35.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.35.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.35.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.35.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.35.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.35.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.36,Gemma3DecoderLayer,,other
model.language_model.layers.36.self_attn,Gemma3Attention,,attention_preserve_candidate
